"occurrence_no","record_type","reid_no","flags","collection_no","accepted_name","accepted_rank","accepted_no","early_interval","late_interval","max_ma","min_ma","reference_no"
"196932","occ","9371","","20295","Canis dirus","species","44837","Irvingtonian","","1.8","0.3","6294"
"196933","occ","","","20295","Canis latrans","species","44854","Irvingtonian","","1.8","0.3","1907"
"196934","occ","","","20295","Vulpes velox","species","44888","Irvingtonian","","1.8","0.3","1907"
"196952","occ","9377","","20297","Canidae","family","41189","Irvingtonian","","1.8","0.3","6294"
"196953","occ","9378","","20297","Canis lupus","species","44860","Irvingtonian","","1.8","0.3","2673"
"196954","occ","","","20297","Vulpes","genus","41248","Irvingtonian","","1.8","0.3","2773"
"196982","occ","","","20299","Canis edwardii","species","44838","Irvingtonian","","1.8","0.3","2615"
"197002","occ","9385","","20301","Canis edwardii","species","44838","Irvingtonian","","1.8","0.3","2673"
"197033","occ","","","20302","Canis armbrusteri","species","44827","Irvingtonian","","1.8","0.3","1628"
"197034","occ","9393","","20302","Canis latrans","species","44854","Irvingtonian","","1.8","0.3","2673"
"197092","occ","","","20303","Canis edwardii","species","44838","Blancan","","4.9","1.8","2252"
"197140","occ","","","20308","Canis edwardii","species","44838","Irvingtonian","","1.8","0.3","2615"
"197257","occ","","","20318","Canidae","family","41189","Irvingtonian","","1.8","0.3","1302"
"197268","occ","","","20319","Canis edwardii","species","44838","Irvingtonian","","1.8","0.3","2887"
"197294","occ","30196","","20322","Canis lepophagus","species","44856","Blancan","","4.9","1.8","52058"
"197327","occ","","","20323","Canis latrans","species","44854","Irvingtonian","Rancholabrean","1.8","0.012","2018"
"197328","occ","","","20323","Urocyon","genus","41247","Irvingtonian","Rancholabrean","1.8","0.012","2018"
"197352","occ","30220","","20327","Canis latrans","species","44854","Irvingtonian","","1.8","0.3","52058"
"197353","occ","30230","","20327","Canis dirus","species","44837","Irvingtonian","","1.8","0.3","52058"
"197354","occ","33004","","20327","Vulpes velox","species","44888","Irvingtonian","","1.8","0.3","61249"
"197378","occ","","","20329","Canis latrans","species","44854","Irvingtonian","","1.8","0.3","949"
"197379","occ","","","20329","Canis edwardii","species","44838","Irvingtonian","","1.8","0.3","949"
"197380","occ","","","20329","Vulpes velox","species","44888","Irvingtonian","","1.8","0.3","949"
"197401","occ","","","20334","Canis edwardii","species","44838","Irvingtonian","","1.8","0.3","2615"
"197404","occ","","","20335","Canis","genus","41198","Irvingtonian","Rancholabrean","1.8","0.012","2018"
"197441","occ","9471","","20342","Canis latrans","species","44854","Irvingtonian","","1.8","0.3","1319"
"197442","occ","9472","","20342","Canis armbrusteri","species","44827","Irvingtonian","","1.8","0.3","1319"
"197486","occ","","","20346","Vulpes","genus","41248","Irvingtonian","","1.8","0.3","2772"
"197489","occ","9491","","20346","Canis lupus","species","44860","Irvingtonian","","1.8","0.3","2673"
"197498","occ","","","20347","Canis dirus","species","44837","Irvingtonian","","1.8","0.3","1916"
"197499","occ","30221","","20347","Canis latrans","species","44854","Irvingtonian","","1.8","0.3","52058"
"197500","occ","","","20347","Vulpes","genus","41248","Irvingtonian","","1.8","0.3","1916"
"197571","occ","","","20351","Canis armbrusteri","species","44827","Irvingtonian","","1.8","0.3","2615"
"197572","occ","","","20351","Canis edwardii","species","44838","Irvingtonian","","1.8","0.3","2615"
"197621","occ","","","20354","Urocyon cinereoargenteus","species","44832","Irvingtonian","","1.8","0.3","1727"
"197664","occ","9530","","20360","Canis","genus","41198","Middle Pleistocene","","0.781","0.126","6294"
"197721","occ","","","20375","Canis","genus","41198","Irvingtonian","","1.8","0.3","1916"
"197731","occ","30226","","20376","Canis dirus","species","44837","Irvingtonian","","1.8","0.3","52058"
"197793","occ","30176","","20384","Urocyon citrinus","species","300803","Blancan","","4.9","1.8","52058"
"197794","occ","","","20384","Canis edwardii","species","44838","Blancan","","4.9","1.8","3580"
"197822","occ","","","20385","Urocyon","genus","41247","Irvingtonian","","1.8","0.3","3872"
"197859","occ","30228","","20387","Canis dirus","species","44837","Irvingtonian","","1.8","0.3","52058"
"197860","occ","9581","","20387","Canis latrans","species","44854","Irvingtonian","","1.8","0.3","6294"
"197919","occ","","","20390","Vulpes","genus","41248","Irvingtonian","","1.8","0.3","1912"
"197978","occ","","","20398","Canis dirus","species","44837","Rancholabrean","","0.3","0.012","2611"
"197990","occ","","","20400","Canis edwardii","species","44838","Irvingtonian","","1.8","0.3","1960"
"197991","occ","","","20400","Canis armbrusteri","species","44827","Irvingtonian","","1.8","0.3","1960"
"197992","occ","9611","","20400","Urocyon cinereoargenteus","species","44832","Irvingtonian","","1.8","0.3","1063"
"198018","occ","","","20401","Canis armbrusteri","species","44827","Irvingtonian","","1.8","0.3","1960"
"198116","occ","","","20415","Canis armbrusteri","species","44827","Irvingtonian","","1.8","0.3","2615"
"198133","occ","","","20417","Canis","genus","41198","Irvingtonian","","1.8","0.3","1200"
"198145","occ","","","20419","Canis dirus","species","44837","Irvingtonian","Rancholabrean","1.8","0.012","2193"
"198253","occ","","","20434","Canis lupus","species","44860","Irvingtonian","","1.8","0.3","2048"
"198254","occ","","","20434","Alopex lagopus","species","44853","Irvingtonian","","1.8","0.3","2048"
"198265","occ","","","20436","Alopex lagopus","species","44853","Irvingtonian","","1.8","0.3","2048"
"198363","occ","","","20454","Canis latrans","species","44854","Irvingtonian","","1.8","0.3","2725"
"198476","occ","","","20477","Canis latrans","species","44854","Irvingtonian","","1.8","0.3","1022"
"198477","occ","","","20477","Urocyon cinereoargenteus","species","44832","Irvingtonian","","1.8","0.3","949"
"198478","occ","9692","","20477","Vulpes vulpes","species","44890","Irvingtonian","","1.8","0.3","949"
"198479","occ","","","20477","Vulpes velox","species","44888","Irvingtonian","","1.8","0.3","949"
"198512","occ","9703","","20479","Canis","genus","41198","Irvingtonian","","1.8","0.3","2673"
"198513","occ","30224","","20479","Canis armbrusteri","species","44827","Irvingtonian","","1.8","0.3","52058"
"198514","occ","","","20479","Urocyon cinereoargenteus","species","44832","Irvingtonian","","1.8","0.3","1628"
"198605","occ","","","20491","Urocyon cinereoargenteus","species","44832","Rancholabrean","","0.3","0.012","3580"
"198606","occ","","","20491","Canis latrans","species","44854","Rancholabrean","","0.3","0.012","3580"
"198607","occ","","","20491","Canis dirus","species","44837","Rancholabrean","","0.3","0.012","3580"
"198649","occ","","","20494","Canis edwardii","species","44838","Irvingtonian","","1.8","0.3","2615"
"198672","occ","9737","","20498","Canis armbrusteri","species","44827","Irvingtonian","","1.8","0.3","3083"
"198673","occ","9738","","20498","Canis latrans","species","44854","Irvingtonian","","1.8","0.3","3083"
"198674","occ","9739","","20498","Xenocyon texanus","species","44883","Irvingtonian","","1.8","0.3","6294"
"198688","occ","","","20499","Canis edwardii","species","44838","Irvingtonian","","1.8","0.3","2673"
"198698","occ","30227","","20500","Canis dirus","species","44837","Irvingtonian","","1.8","0.3","52058"
"198699","occ","","","20500","Urocyon","genus","41247","Irvingtonian","","1.8","0.3","1916"
"198736","occ","","","20503","Canis dirus","species","44837","Irvingtonian","","1.8","0.3","2549"
"198740","occ","","","20504","Canis","genus","41198","Irvingtonian","","1.8","0.3","2940"
"198751","occ","","","20505","Vulpes vulpes","species","44890","Irvingtonian","","1.8","0.3","2940"
"198767","occ","","","20506","Canis rufus","species","44879","Irvingtonian","","1.8","0.3","2940"
"198814","occ","","","20514","Canis latrans","species","44854","Irvingtonian","","1.8","0.3","2940"
"198872","occ","","","20520","Canis dirus","species","44837","Irvingtonian","","1.8","0.3","3567"
"198920","occ","","","20528","Canis edwardii","species","44838","Irvingtonian","","1.8","0.3","2887"
"198940","occ","","","20530","Canis latrans","species","44854","Irvingtonian","","1.8","0.3","1304"
"198941","occ","9783","","20530","Canis armbrusteri","species","44827","Irvingtonian","","1.8","0.3","6202"
"198987","occ","30219","","20536","Canis edwardii","species","44838","Irvingtonian","","1.8","0.3","52058"
"199068","occ","","","20556","Canis latrans","species","44854","Irvingtonian","","1.8","0.3","2896"
"199069","occ","","","20556","Canis lupus","species","44860","Irvingtonian","","1.8","0.3","2896"
"199070","occ","","","20556","Vulpes","genus","41248","Irvingtonian","","1.8","0.3","2896"
"199085","occ","","","20558","Canis armbrusteri","species","44827","Irvingtonian","","1.8","0.3","1794"
"199126","occ","","","20559","Canis latrans","species","44854","Irvingtonian","","1.8","0.3","1022"
"199127","occ","","","20559","Urocyon cinereoargenteus","species","44832","Irvingtonian","","1.8","0.3","949"
"199128","occ","","","20559","Vulpes vulpes","species","44890","Irvingtonian","","1.8","0.3","949"
"199129","occ","","","20559","Vulpes velox","species","44888","Irvingtonian","","1.8","0.3","949"
"199163","occ","30231","","20563","Xenocyon lycaonoides","species","301921","Irvingtonian","","1.8","0.3","52058"
"199180","occ","","","20567","Canis latrans","species","44854","Irvingtonian","","1.8","0.3","3799"
"199204","occ","","","20569","Canis latrans","species","44854","Late Pleistocene","","0.126","0.0117","6225"
"199205","occ","","","20569","Canis dirus","species","44837","Late Pleistocene","","0.126","0.0117","1936"
"199206","occ","","","20569","Vulpes vulpes","species","44890","Late Pleistocene","","0.126","0.0117","6225"
"199271","occ","","","20572","Canis dirus","species","44837","Late Pleistocene","","0.126","0.0117","3567"
"199308","occ","","","20573","Urocyon cinereoargenteus","species","44832","Late Pleistocene","","0.126","0.0117","3580"
"199309","occ","","","20573","Canis dirus","species","44837","Late Pleistocene","","0.126","0.0117","3580"
"199337","occ","","","20580","Canis dirus","species","44837","Late Pleistocene","","0.126","0.0117","2673"
"199393","occ","","","20590","Canis lupus","species","44860","Late Pleistocene","","0.126","0.0117","1785"
"199413","occ","30225","","20593","Canis armbrusteri","species","44827","Late Pleistocene","","0.126","0.0117","52058"
"199427","occ","","","20594","Urocyon cinereoargenteus","species","44832","Late Pleistocene","","0.126","0.0117","3567"
"199428","occ","","","20594","Canis dirus","species","44837","Late Pleistocene","","0.126","0.0117","3567"
"199486","occ","","","20600","Canis dirus","species","44837","Late Pleistocene","","0.126","0.0117","2727"
"199487","occ","","","20600","Canis lupus","species","44860","Late Pleistocene","","0.126","0.0117","3498"
"199488","occ","","","20600","Canis latrans","species","44854","Late Pleistocene","","0.126","0.0117","2727"
"199489","occ","","","20600","Urocyon cinereoargenteus","species","44832","Late Pleistocene","","0.126","0.0117","2727"
"199610","occ","","","20612","Canis latrans","species","44854","Late Pleistocene","","0.126","0.0117","2501"
"199642","occ","","","20615","Vulpes vulpes","species","44890","Late Pleistocene","","0.126","0.0117","1200"
"199643","occ","","","20615","Canis lupus","species","44860","Late Pleistocene","","0.126","0.0117","1200"
"199670","occ","","","20617","Canis latrans","species","44854","Late Pleistocene","","0.126","0.0117","1766"
"199686","occ","","","20619","Canis dirus","species","44837","Late Pleistocene","","0.126","0.0117","1793"
"199687","occ","","","20619","Canis latrans","species","44854","Late Pleistocene","","0.126","0.0117","1793"
"199724","occ","","","20624","Canis dirus","species","44837","Rancholabrean","","0.3","0.012","2588"
"199750","occ","9905","","20626","Canis lupus","species","44860","Late Pleistocene","","0.126","0.0117","1785"
"199751","occ","","","20626","Alopex lagopus","species","44853","Late Pleistocene","","0.126","0.0117","1784"
"199768","occ","","","20628","Canis dirus","species","44837","Late Pleistocene","","0.126","0.0117","2018"
"199774","occ","","","20629","Canis","genus","41198","Late Pleistocene","","0.126","0.0117","3567"
"199809","occ","","","20634","Urocyon cinereoargenteus","species","44832","Late Pleistocene","","0.126","0.0117","3567"
"199827","occ","","","20635","Canis latrans","species","44854","Late Pleistocene","","0.126","0.0117","3182"
"199828","occ","","","20635","Vulpes vulpes","species","44890","Late Pleistocene","","0.126","0.0117","3182"
"199837","occ","","","20636","Canis dirus","species","44837","Late Pleistocene","","0.126","0.0117","3567"
"199866","occ","","","20638","Urocyon cinereoargenteus","species","44832","Late Pleistocene","","0.126","0.0117","3567"
"199867","occ","","","20638","Canis dirus","species","44837","Late Pleistocene","","0.126","0.0117","3567"
"199884","occ","","","20639","Canis dirus","species","44837","Late Pleistocene","","0.126","0.0117","2588"
"199912","occ","","","20641","Canis dirus","species","44837","Late Pleistocene","","0.126","0.0117","2589"
"199913","occ","","","20641","Canis latrans","species","44854","Late Pleistocene","","0.126","0.0117","2589"
"199934","occ","","","20642","Canis latrans","species","44854","Late Pleistocene","","0.126","0.0117","2018"
"199935","occ","","","20642","Canis dirus","species","44837","Late Pleistocene","","0.126","0.0117","2018"
